Source,Target,Amount,LND1
4331,5443,76,"[[4331, 3083, 4822, 5443], np.float64(0.0), np.int64(328), 4, 'Success']"
9160,9863,516,"[[9160, 8768, 6020, 3892, 3221, 480, 4353, 9863], np.float64(1.67844), np.int64(384), 8, 'Success']"
4008,7126,7727,"[[4008, 1139, 1059, 167, 2584, 7126], np.float64(41.25267), np.int64(200), 6, 'Success']"
11070,9551,35239,"[[11070, 11057, 1121, 167, 1577, 9551], np.float64(120.95073), np.int64(398), 6, 'Success']"
11942,5436,162033,"[[11942, 148, 11837, 18, 1343, 5314, 5436], np.float64(498.54062999999996), np.int64(218), 7, 'Success']"
7025,2919,3447732,"[[7025, 12325, 11837, 445, 2919], np.float64(1129.3503099999998), np.int64(258), 5, 'Failure']"
5979,3065,44374398,"[[5979, 70, 173, 60, 3065], np.float64(2442.84189), np.int64(116), 5, 'Failure']"
12852,785,6,"[[12852, 855, 6010, 600, 723, 785], np.float64(0.023450000000000002), np.int64(194), 6, 'Success']"
1072,4801,39,"[[1072, 600, 1059, 167, 6876, 855, 4801], np.float64(0.20707), np.int64(230), 7, 'Success']"
5918,1067,393,"[[5918, 233, 19, 2425, 1067], np.float64(19.52354), np.int64(132), 5, 'Success']"
10194,12662,8502,"[[10194, 2909, 5585, 18, 12662], np.float64(26.07903), np.int64(180), 5, 'Success']"
11751,11964,47539,"[[11751, 10484, 167, 11964], np.float64(5.8014399999999995), np.int64(104), 4, 'Failure']"
2400,12664,459421,"[[2400, 867, 398, 12325, 9314, 12664], np.float64(70.56517), np.int64(184), 6, 'Failure']"
141,8169,4940012,"[[141, 177, 18, 8169], np.float64(279.89099999999996), np.int64(98), 4, 'Failure']"
6504,1577,23214183,"[[6504, 55, 445, 1577], np.float64(5140.33977), np.int64(120), 4, 'Failure']"
2209,8259,7,"[[2209, 32, 2425, 609, 8259], np.float64(1.00419), np.int64(264), 5, 'Success']"
2294,2336,59,"[[2294, 600, 1236, 2, 2336], np.float64(1.18592), np.int64(138), 5, 'Success']"
10224,1040,479,"[[10224, 6274, 2, 9416, 8733, 182, 1040], np.float64(2.48863), np.int64(322), 7, 'Success']"
12452,4840,2214,"[[12452, 612, 2, 1394, 609, 4840], np.float64(1.22803), np.int64(178), 6, 'Success']"
8263,688,59834,"[[8263, 3045, 2188, 18, 688], np.float64(8.53921), np.int64(160), 5, 'Success']"
3606,2639,276989,"[[3606, 32, 2639], np.float64(139.21751), np.int64(184), 3, 'Failure']"
99,2752,2056289,"[[99, 87, 6035, 12325, 1559, 2752], np.float64(352.74034), np.int64(188), 6, 'Failure']"
12,12787,93419715,"[[12, 173, 141, 6722, 12325, 12787], np.float64(5140.33432), np.int64(172), 6, 'Failure']"
5514,12730,1,"[[5514, 4822, 2706, 609, 12730], np.float64(0.0031), np.int64(264), 5, 'Success']"
10864,6704,29,"[[10864, 8768, 2223, 167, 6876, 855, 6704], np.float64(0.12046), np.int64(334), 7, 'Success']"
3635,8928,319,"[[3635, 609, 8688, 8768, 8928], np.float64(0.06129), np.int64(264), 5, 'Success']"
6448,5631,6538,"[[6448, 855, 5528, 2813, 5632, 5631], np.float64(1.9615500000000001), np.int64(200), 6, 'Success']"
8703,11149,24185,"[[8703, 10, 2225, 167, 3642, 11057, 11149], np.float64(26.419669999999996), np.int64(334), 7, 'Success']"
2633,8122,839410,"[[2633, 855, 12325, 6760, 8122], np.float64(168.72158), np.int64(154), 5, 'Failure']"
2443,6859,1136431,"[[2443, 6597, 5965, 84, 3941, 6859], np.float64(3154.93004), np.int64(175), 6, 'Failure']"
6007,11671,12495356,"[[6007, 32, 11671], np.float64(6236.18264), np.int64(184), 3, 'Failure']"
3801,9914,3,"[[3801, 12641, 489, 2584, 9914], np.float64(2.0038799999999997), np.int64(160), 5, 'Success']"
4270,2097,33,"[[4270, 21, 19, 2081, 2097], np.float64(1.09903), np.int64(242), 5, 'Success']"
299,5434,342,"[[299, 1999, 32, 5434], np.float64(1.2736100000000001), np.int64(224), 4, 'Success']"
12547,4893,1819,"[[12547, 12348, 11207, 12768, 10113, 4822, 4893], np.float64(1.00182), np.int64(344), 7, 'Success']"
2968,2070,59338,"[[2968, 233, 12325, 29, 10510, 6425, 2070], np.float64(8.298729999999999), np.int64(216), 7, 'Success']"
6744,6414,207562,"[[6744, 66, 53, 6414], np.float64(54.66364), np.int64(98), 4, 'Success']"
61,5582,1792845,"[[61, 167, 3642, 1369, 5582], np.float64(94.22817), np.int64(150), 5, 'Success']"
4436,182,13599290,"[[4436, 175, 182], np.float64(750.21095), np.int64(80), 3, 'Failure']"
1860,12930,7,"[[1860, 884, 2359, 966, 12930], np.float64(3.00455), np.int64(151), 5, 'Success']"
7791,6591,91,"[[7791, 7218, 2, 32, 6591], np.float64(1.32155), np.int64(346), 5, 'Success']"
3839,1674,879,"[[3839, 576, 2359, 1672, 1674], np.float64(4.64229), np.int64(160), 5, 'Success']"
6456,9681,4619,"[[6456, 463, 12325, 6134, 4863, 9681], np.float64(4.01386), np.int64(194), 6, 'Success']"
7005,10530,58222,"[[7005, 233, 612, 10530], np.float64(94.50623), np.int64(114), 4, 'Failure']"
6596,1385,691636,"[[6596, 3292, 12325, 4433, 8301, 1385], np.float64(1432.96008), np.int64(174), 6, 'Failure']"
8359,11627,4470525,"[[8359, 20, 173, 63, 11627], np.float64(1037.72068), np.int64(138), 5, 'Failure']"
5961,8289,12055630,"[[5961, 1983, 137, 2877, 6980, 8289], np.float64(2786.96198), np.int64(210), 6, 'Failure']"
12178,2092,9,"[[12178, 10469, 12325, 137, 215, 19, 2081, 2092], np.float64(0.12927), np.int64(262), 8, 'Success']"
8329,6626,42,"[[8329, 6425, 167, 12325, 8737, 2622, 6626], np.float64(27.01766), np.int64(228), 7, 'Success']"
12484,11234,576,"[[12484, 609, 6470, 2877, 11234], np.float64(1.0611700000000002), np.int64(141), 5, 'Success']"
11723,429,9855,"[[11723, 12325, 10339, 167, 11963, 8611, 429], np.float64(7.2901), np.int64(216), 7, 'Success']"
4411,5657,52635,"[[4411, 32, 12325, 6200, 2232, 1139, 5657], np.float64(54.6997), np.int64(338), 7, 'Failure']"
12400,2140,243228,"[[12400, 48, 12325, 6200, 8733, 3974, 2081, 2140], np.float64(1267.0464299999999), np.int64(274), 8, 'Failure']"
2683,2596,4361526,"[[2683, 174, 507, 2596], np.float64(251.49597), np.int64(120), 4, 'Success']"
5048,6056,41248062,"[[5048, 56, 177, 173, 6056], np.float64(2270.89341), np.int64(116), 5, 'Success']"
731,9945,3,"[[731, 600, 1236, 2, 7218, 9945], np.float64(1.012), np.int64(282), 6, 'Success']"
10919,5618,96,"[[10919, 10920, 184, 5715, 18, 5618], np.float64(2.0062), np.int64(194), 6, 'Success']"
10553,10609,387,"[[10553, 32, 2, 7218, 10294, 10609], np.float64(1.19311), np.int64(490), 6, 'Success']"
8133,5764,7977,"[[8133, 1236, 19, 4822, 5764], np.float64(24.942), np.int64(264), 5, 'Success']"
9402,11500,28025,"[[9402, 385, 126, 1805, 18, 1343, 11500], np.float64(32.13723), np.int64(240), 7, 'Success']"
7042,382,696316,"[[7042, 855, 382], np.float64(139.2632), np.int64(80), 3, 'Success']"
8126,6880,5585739,"[[8126, 445, 301, 131, 6880], np.float64(2806.04707), np.int64(160), 5, 'Failure']"
1314,5530,16172764,"[[1314, 58, 5530], np.float64(4156.86735), np.int64(74), 3, 'Failure']"
2163,2013,3,"[[2163, 2081, 19, 609, 2013], np.float64(0.009), np.int64(138), 5, 'Success']"
7898,6699,35,"[[7898, 7218, 2223, 167, 2047, 91, 6699], np.float64(0.6434300000000001), np.int64(484), 7, 'Success']"
7316,10725,107,"[[7316, 6274, 3083, 7218, 10294, 10725], np.float64(0.0), np.int64(616), 6, 'Success']"
9187,12182,9344,"[[9187, 8768, 10113, 12325, 4289, 9366, 6221, 1806, 4839, 3355, 12182], np.float64(32.91671), np.int64(492), 11, 'Failure']"
5481,2839,61303,"[[5481, 4822, 6020, 182, 2839], np.float64(188.04788), np.int64(264), 5, 'Failure']"
11374,4098,849562,"[[11374, 88, 175, 70, 4074, 3758, 4098], np.float64(198.17746999999997), np.int64(196), 7, 'Failure']"
6626,12001,4219058,"[[6626, 2622, 11876, 12325, 12001], np.float64(1059.9848599999998), np.int64(154), 5, 'Failure']"
6700,3537,12377511,"[[6700, 321, 3537], np.float64(13.37751), np.int64(80), 3, 'Failure']"
1124,8296,3,"[[1124, 600, 1236, 2, 1566, 207, 5489, 8288, 8296], np.float64(53.173519999999996), np.int64(288), 9, 'Success']"
1170,10325,61,"[[1170, 1139, 36, 12325, 6557, 2441, 10325], np.float64(2.60017), np.int64(266), 7, 'Success']"
10008,1865,894,"[[10008, 10006, 5949, 4277, 5199, 2654, 600, 1236, 1865], np.float64(6.554619999999999), np.int64(320), 9, 'Success']"
4057,1870,6316,"[[4057, 3083, 60, 175, 1870], np.float64(29.36869), np.int64(242), 5, 'Failure']"
3955,2605,80585,"[[3955, 84, 6861, 2605], np.float64(38.34387), np.int64(120), 4, 'Failure']"
3216,11560,484059,"[[3216, 3292, 12325, 9314, 6079, 600, 11560], np.float64(2254.5809), np.int64(204), 7, 'Success']"
6562,6481,5955591,"[[6562, 2721, 2584, 6481], np.float64(6445.437900000001), np.int64(120), 4, 'Success']"
12497,5048,10304493,"[[12497, 2734, 2578, 12325, 137, 5048], np.float64(28345.89631), np.int64(286), 6, 'Failure']"
8614,11996,4,"[[8614, 12325, 9709, 5972, 11996], np.float64(0.0006), np.int64(154), 5, 'Success']"
301,9613,68,"[[301, 3941, 36, 2706, 1446, 9613], np.float64(339.64356999999995), np.int64(213), 6, 'Success']"
13063,4321,582,"[[13063, 480, 3221, 5043, 3083, 4321], np.float64(1.0197800000000001), np.int64(304), 6, 'Success']"
11062,5380,7943,"[[11062, 609, 19, 4822, 5380], np.float64(1.0158800000000001), np.int64(264), 5, 'Success']"
1326,5717,86851,"[[1326, 233, 5651, 5717], np.float64(367.46842), np.int64(218), 4, 'Failure']"
2787,1087,539238,"[[2787, 454, 8733, 3221, 1087], np.float64(3.07848), np.int64(180), 5, 'Failure']"
8413,10114,1045043,"[[8413, 12325, 3778, 2537, 5551, 10114], np.float64(173.43999000000002), np.int64(174), 6, 'Failure']"
410,451,10841837,"[[410, 10113, 451], np.float64(0.0), np.int64(80), 3, 'Failure']"
8123,9630,2,"[[8123, 167, 11837, 42, 280, 9630], np.float64(1.17577), np.int64(174), 6, 'Success']"
11858,5057,34,"[[11858, 21, 19, 609, 5057], np.float64(1.00343), np.int64(242), 5, 'Success']"
5304,154,469,"[[5304, 2651, 9658, 12325, 154], np.float64(1.07035), np.int64(154), 5, 'Success']"
12398,3682,6680,"[[12398, 6855, 12325, 9314, 6079, 600, 3682], np.float64(49.64487), np.int64(224), 7, 'Success']"
6966,1265,74259,"[[6966, 4415, 3297, 5965, 12325, 4090, 858, 609, 1265], np.float64(21.861870000000003), np.int64(314), 9, 'Success']"
12383,10771,485874,"[[12383, 18, 10113, 626, 679, 3704, 10771], np.float64(4.94351), np.int64(240), 7, 'Failure']"
3983,472,1270058,"[[3983, 167, 11837, 149, 472], np.float64(3.5411200000000003), np.int64(242), 5, 'Failure']"
6228,539,11669799,"[[6228, 445, 301, 131, 1983, 969, 539], np.float64(12575.584830000002), np.int64(240), 7, 'Failure']"
11024,12445,10,"[[11024, 10294, 2223, 609, 6010, 600, 1236, 547, 12445], np.float64(0.09269), np.int64(804), 9, 'Success']"
3409,9277,39,"[[3409, 70, 18, 9277], np.float64(3.2522400000000005), np.int64(120), 4, 'Success']"
9528,11204,513,"[[9528, 60, 177, 61, 11204], np.float64(2.27822), np.int64(110), 5, 'Success']"
4754,8439,1346,"[[4754, 1139, 12985, 6562, 8439], np.float64(6.04671), np.int64(160), 5, 'Failure']"
2629,12175,51760,"[[2629, 3941, 10318, 233, 1067, 9916, 8385, 2923, 12175], np.float64(823.26121), np.int64(399), 9, 'Failure']"
6953,12866,239799,"[[6953, 167, 11178, 12768, 12866], np.float64(2.39799), np.int64(150), 5, 'Failure']"
798,8471,3568012,"[[798, 78, 8471], np.float64(198.49066), np.int64(80), 3, 'Failure']"
317,320,13815462,"[[317, 177, 73, 320], np.float64(762.10041), np.int64(98), 4, 'Success']"
7199,7704,6,"[[7199, 6274, 2223, 609, 7704], np.float64(0.019309999999999997), np.int64(264), 5, 'Success']"
8184,8316,58,"[[8184, 5585, 167, 549, 3866, 8316], np.float64(2.04148), np.int64(190), 6, 'Success']"
1680,8645,523,"[[1680, 924, 1139, 1059, 463, 8645], np.float64(4.41231), np.int64(200), 6, 'Success']"
9738,3120,9108,"[[9738, 66, 177, 19, 609, 3120], np.float64(2.76005), np.int64(156), 6, 'Success']"
11299,12703,83407,"[[11299, 84, 20, 12703], np.float64(9.52379), np.int64(100), 4, 'Failure']"
12170,11491,580072,"[[12170, 73, 175, 12325, 11491], np.float64(34.15396), np.int64(132), 5, 'Failure']"
40,2919,3194833,"[[40, 445, 2919], np.float64(320.4833), np.int64(174), 3, 'Failure']"
6722,10459,28310982,"[[6722, 177, 57, 167, 10459], np.float64(1587.66655), np.int64(138), 5, 'Failure']"
5362,12412,8,"[[5362, 63, 175, 6020, 11611, 4045, 12412], np.float64(4.2537400000000005), np.int64(212), 7, 'Success']"
139,5838,53,"[[139, 59, 2605, 3679, 3152, 5838], np.float64(5.29289), np.int64(180), 6, 'Success']"
12403,8514,913,"[[12403, 233, 149, 741, 8514], np.float64(21.11219), np.int64(252), 5, 'Success']"
2930,5899,9055,"[[2930, 167, 12325, 5899], np.float64(1.00906), np.int64(114), 4, 'Success']"
4742,5968,17967,"[[4742, 3520, 12325, 8762, 5968], np.float64(10006.871369999999), np.int64(258), 5, 'Success']"
3395,911,802033,"[[3395, 1139, 36, 12325, 667, 911], np.float64(7570.49509), np.int64(226), 6, 'Failure']"
577,483,8436939,"[[577, 48, 5048, 9262, 483], np.float64(1384.71269), np.int64(160), 5, 'Failure']"
119,12556,12199378,"[[119, 177, 173, 12556], np.float64(673.21579), np.int64(98), 4, 'Success']"
10747,3111,9,"[[10747, 10294, 2223, 609, 3111], np.float64(0.02808), np.int64(264), 5, 'Success']"
9297,11109,72,"[[9297, 855, 6030, 167, 3642, 11057, 11109], np.float64(0.01807), np.int64(334), 7, 'Success']"
9427,12395,305,"[[9427, 6089, 8570, 2654, 600, 12395], np.float64(1.91562), np.int64(200), 6, 'Success']"
6156,4536,6411,"[[6156, 855, 6693, 3083, 4536], np.float64(1.2822), np.int64(264), 5, 'Success']"
13020,400,50995,"[[13020, 59, 66, 400], np.float64(40.4378), np.int64(98), 4, 'Failure']"
11413,2733,275264,"[[11413, 167, 29, 2733], np.float64(0.82579), np.int64(120), 4, 'Success']"
12805,4038,1654453,"[[12805, 12479, 3119, 84, 12325, 5052, 6910, 6797, 4038], np.float64(85.25175999999999), np.int64(314), 9, 'Failure']"
11055,12787,71263741,"[[11055, 2189, 70, 173, 141, 6722, 12325, 12787], np.float64(7842.47721), np.int64(230), 8, 'Failure']"
10296,3074,4,"[[10296, 2387, 6562, 3074], np.float64(1.5000499999999999), np.int64(120), 4, 'Success']"
4369,1198,64,"[[4369, 3083, 5965, 12325, 6200, 2232, 1139, 1198], np.float64(26.46424), np.int64(378), 8, 'Success']"
302,3383,572,"[[302, 32, 3383], np.float64(1.28543), np.int64(184), 3, 'Success']"
7325,10600,7099,"[[7325, 3083, 7218, 10294, 10600], np.float64(0.0), np.int64(472), 5, 'Success']"
969,11864,30217,"[[969, 21, 11854, 11864], np.float64(3.14541), np.int64(120), 4, 'Failure']"
2386,2056,856099,"[[2386, 855, 6038, 3561, 2056], np.float64(301.51693), np.int64(160), 5, 'Failure']"
1582,397,2444342,"[[1582, 1983, 313, 2057, 11356, 397], np.float64(500.08991000000003), np.int64(200), 6, 'Failure']"
6059,3190,28660018,"[[6059, 445, 3190], np.float64(2867.0018), np.int64(184), 3, 'Failure']"
3036,3719,10,"[[3036, 2537, 3083, 3719], np.float64(0.0003), np.int64(218), 4, 'Success']"
10019,4444,96,"[[10019, 7218, 3083, 4444], np.float64(0.0), np.int64(328), 4, 'Success']"
1786,4482,899,"[[1786, 1236, 6020, 167, 4482], np.float64(4.1825), np.int64(150), 5, 'Success']"
5114,321,9471,"[[5114, 4822, 2, 321], np.float64(28.413), np.int64(202), 4, 'Success']"
30,2806,53673,"[[30, 149, 2806], np.float64(0.05467), np.int64(184), 3, 'Success']"
12537,9432,359984,"[[12537, 612, 4312, 167, 9432], np.float64(1.71996), np.int64(150), 5, 'Success']"
4711,11175,3228015,"[[4711, 12325, 10503, 11175], np.float64(186.40075), np.int64(114), 4, 'Failure']"
8081,4436,12735769,"[[8081, 55, 175, 4436], np.float64(702.7173), np.int64(92), 4, 'Failure']"
4900,2470,10,"[[4900, 4822, 2, 2081, 1032, 2470], np.float64(0.09026999999999999), np.int64(282), 6, 'Success']"
4999,12032,89,"[[4999, 70, 177, 61, 600, 2223, 8385, 12032], np.float64(2.39977), np.int64(236), 8, 'Success']"
4866,10515,807,"[[4866, 26, 12325, 10339, 167, 10515], np.float64(0.08957999999999999), np.int64(172), 6, 'Success']"
9336,4587,5637,"[[9336, 32, 2, 3083, 4587], np.float64(3.81286), np.int64(346), 5, 'Success']"
2398,3818,16344,"[[2398, 894, 167, 3818], np.float64(0.8172), np.int64(104), 4, 'Failure']"
3249,1370,159483,"[[3249, 50, 175, 6020, 3892, 3221, 6941, 5938, 1370], np.float64(61.78528), np.int64(298), 9, 'Failure']"
376,4867,1841378,"[[376, 173, 70, 4867], np.float64(103.52579), np.int64(98), 4, 'Failure']"
3134,137,63953913,"[[3134, 445, 301, 137], np.float64(32041.94239), np.int64(120), 4, 'Failure']"
3199,2520,6,"[[3199, 698, 12325, 12189, 9518, 12583, 2520], np.float64(27.03212), np.int64(234), 7, 'Success']"
11803,11276,40,"[[11803, 645, 167, 6876, 855, 11276], np.float64(0.04425), np.int64(190), 6, 'Success']"
3222,7135,763,"[[3222, 32, 7135], np.float64(1.38074), np.int64(184), 3, 'Success']"
11717,5523,5375,"[[11717, 679, 6845, 5523], np.float64(1.14489), np.int64(120), 4, 'Success']"
6245,4841,91145,"[[6245, 217, 991, 167, 11827, 21, 4841], np.float64(91.703), np.int64(224), 7, 'Success']"
48,3964,950394,"[[48, 2919, 3964], np.float64(142.5691), np.int64(80), 3, 'Failure']"
897,454,1034283,"[[897, 167, 4312, 454], np.float64(42.40564), np.int64(214), 4, 'Failure']"
1579,5139,14410237,"[[1579, 6184, 53, 175, 5139], np.float64(36823.39257), np.int64(138), 5, 'Failure']"
11852,6441,4,"[[11852, 2366, 9806, 520, 6441], np.float64(1.0253999999999999), np.int64(264), 5, 'Success']"
4570,12286,73,"[[4570, 3083, 2223, 314, 12286], np.float64(0.24158999999999997), np.int64(368), 5, 'Success']"
10543,2724,649,"[[10543, 32, 2724], np.float64(1.32385), np.int64(184), 3, 'Success']"
11427,10513,8968,"[[11427, 855, 6354, 10513], np.float64(2.8027699999999998), np.int64(120), 4, 'Success']"
10275,6229,16241,"[[10275, 855, 12325, 5319, 6043, 6229], np.float64(28.74053), np.int64(194), 6, 'Success']"
2930,3378,560176,"[[2930, 855, 3378], np.float64(112.0352), np.int64(80), 3, 'Failure']"
10449,214,8336957,"[[10449, 7396, 131, 137, 45, 214], np.float64(3010.9831900000004), np.int64(210), 6, 'Failure']"
3551,88,18282087,"[[3551, 73, 173, 88], np.float64(0.0), np.int64(76), 4, 'Failure']"
12861,2237,7,"[[12861, 894, 12325, 9314, 6079, 600, 424, 2237], np.float64(26.03311), np.int64(252), 8, 'Success']"
7409,11801,47,"[[7409, 7218, 2, 612, 11801], np.float64(1.14405), np.int64(242), 5, 'Success']"
8562,2682,183,"[[8562, 600, 5868, 1139, 2682], np.float64(1.0998299999999999), np.int64(160), 5, 'Success']"
7838,6616,1260,"[[7838, 7218, 36, 29, 8639, 638, 6616], np.float64(10.525459999999999), np.int64(386), 7, 'Success']"
6685,9728,32172,"[[6685, 6090, 4482, 12325, 11837, 314, 9728], np.float64(34.7617), np.int64(316), 7, 'Failure']"
12852,2349,303526,"[[12852, 855, 12, 2349], np.float64(62.008990000000004), np.int64(120), 4, 'Success']"
6648,7520,1233341,"[[6648, 2173, 167, 2584, 7520], np.float64(1396.07053), np.int64(160), 5, 'Failure']"
1358,6935,11821111,"[[1358, 173, 60, 1983, 3968, 6935], np.float64(6576.11941), np.int64(178), 6, 'Failure']"
2961,2525,8,"[[2961, 609, 2706, 167, 2047, 91, 2525], np.float64(1.50973), np.int64(380), 7, 'Success']"
12438,5385,38,"[[12438, 18, 10113, 4822, 5385], np.float64(1.00004), np.int64(258), 5, 'Success']"
914,9246,306,"[[914, 600, 1236, 2, 8768, 9246], np.float64(1.921), np.int64(282), 6, 'Success']"
9959,9535,6115,"[[9959, 3221, 4479, 6876, 855, 9404, 9535], np.float64(8.0481), np.int64(240), 7, 'Success']"
4628,12529,13253,"[[4628, 3083, 2223, 2877, 12529], np.float64(48.91108), np.int64(264), 5, 'Success']"
2517,11696,596288,"[[2517, 78, 167, 11696], np.float64(35.642160000000004), np.int64(110), 4, 'Success']"
11328,605,9041165,"[[11328, 11067, 167, 1832, 605], np.float64(1401.43179), np.int64(144), 5, 'Success']"
60,6184,98455673,"[[60, 321, 6184], np.float64(99.45567), np.int64(80), 3, 'Failure']"
11761,9680,3,"[[11761, 600, 9680], np.float64(0.009), np.int64(80), 3, 'Success']"
9134,6311,30,"[[9134, 8768, 2, 2654, 600, 6311], np.float64(0.09313), np.int64(282), 6, 'Success']"
6422,4387,594,"[[6422, 321, 2, 3083, 4387], np.float64(1.00059), np.int64(242), 5, 'Success']"
789,1057,9826,"[[789, 634, 1057], np.float64(14.826), np.int64(184), 3, 'Success']"
11194,2723,80868,"[[11194, 32, 2723], np.float64(41.35313), np.int64(184), 3, 'Success']"
6859,372,165176,"[[6859, 3941, 10318, 8265, 372], np.float64(879.8198), np.int64(141), 5, 'Success']"
1150,445,2325049,"[[1150, 6335, 445], np.float64(698.5147), np.int64(80), 3, 'Failure']"
6631,1582,16003720,"[[6631, 233, 2877, 137, 131, 1983, 1582], np.float64(2947.1960900000004), np.int64(238), 7, 'Failure']"
